temperature,humidity,wind_speed,pressure,cloud_cover,rain
15.9,34,30.7,956.3,54,0
30.9,99,24.9,1005.0,24,0
9.2,77,18.8,960.6,43,0
16.3,83,39.3,957.2,78,1
23.4,77,14.9,1011.1,59,0
44.3,34,8.4,958.0,83,0
-2.3,63,32.2,1008.0,4,0
16.3,46,24.4,958.5,0,0
33.2,73,29.3,1007.5,51,0
1.9,49,10.8,956.6,13,0
33.3,13,5.8,1018.2,55,0
18.9,36,39.7,998.4,99,0
-2.9,54,16.8,1020.9,52,0
33.3,64,19.0,1028.4,59,0
13.4,81,22.2,1008.4,28,0
-9.3,92,35.6,998.7,3,1
32.5,91,6.4,1031.0,22,0
33.6,47,13.2,972.8,98,0
4.9,66,1.0,971.2,87,0
31.9,49,42.3,1034.5,25,0
37.4,24,43.6,982.0,64,0
35.5,84,8.8,1011.9,93,1
-2.2,91,17.0,979.1,97,1
15.6,35,30.7,1028.3,16,0
12.9,100,34.0,1037.2,75,1
44.0,24,9.7,980.1,80,0
-5.2,67,22.1,1018.9,50,0
18.8,99,13.8,959.4,63,1
6.6,91,48.9,1033.3,5,0
20.9,17,3.0,1038.0,71,0
25.9,19,37.5,980.5,26,0
40.5,12,21.9,960.3,14,0
6.9,11,7.8,991.8,46,0
31.0,42,26.3,950.6,31,0
8.4,57,17.6,993.8,6,0
32.6,20,39.5,1011.7,91,0
25.6,70,15.4,1008.8,0,0
9.1,78,29.3,1010.2,23,0
6.7,15,43.5,1011.5,100,0
6.3,90,4.1,1019.0,14,0
15.8,95,37.0,952.8,35,1
38.2,67,12.9,1049.7,28,0
-5.7,94,16.4,1029.4,94,1
10.9,83,37.0,1020.8,32,0
-4.8,24,32.9,1011.1,89,0
35.4,68,14.6,958.8,3,0
-7.0,50,35.8,955.2,72,0
0.1,75,22.0,1049.2,100,0
8.7,50,32.9,1015.7,72,0
45.0,22,22.8,1022.9,11,0
-7.1,42,42.4,997.1,84,0
-7.2,28,11.0,1036.3,71,0
40.8,15,0.6,959.4,89,0
42.9,43,38.9,1049.4,90,0
12.7,90,10.4,993.7,58,0
31.2,67,36.3,950.6,45,0
25.0,69,23.3,1004.2,10,0
8.1,96,41.8,1017.0,48,0
35.9,24,12.0,1021.4,43,0
43.6,72,34.9,1002.2,29,0
14.8,44,8.6,1009.8,96,0
13.1,26,5.1,1038.5,30,0
6.4,51,37.5,982.7,60,0
39.8,38,4.2,964.3,19,0
17.5,95,43.5,1009.9,33,0
-1.7,26,49.5,1019.3,10,0
12.6,21,11.6,1019.9,41,0
21.0,53,32.7,1021.2,32,0
19.9,78,13.3,1036.6,85,0
39.7,47,26.8,985.2,30,0
26.2,65,36.6,954.7,15,0
-2.9,67,18.9,1035.7,17,0
11.5,54,10.1,1024.8,23,0
4.5,37,18.4,1006.7,3,0
26.1,20,17.1,1037.7,3,0
21.4,50,2.1,1024.2,49,0
10.9,47,31.8,1046.7,69,0
2.1,68,12.0,1046.9,30,0
23.7,78,2.8,991.7,93,0
-3.8,69,36.2,1017.3,31,0
14.4,94,10.5,1044.3,65,1
8.8,83,34.5,1033.4,2,0
-9.9,66,2.3,975.3,66,0
40.1,86,28.4,1029.5,42,0
9.7,51,5.8,993.5,52,0
41.5,31,2.1,1022.8,30,0
21.7,100,9.8,967.5,55,0
11.0,70,18.9,1022.3,11,0
9.1,95,26.0,999.1,97,1
32.8,96,14.1,968.7,16,0
32.2,32,9.9,997.5,1,0
38.9,84,8.1,951.1,4,0
6.7,13,10.9,1035.7,20,0
5.4,30,27.5,977.1,96,0
30.7,13,21.3,1040.5,39,0
-8.4,24,10.1,951.5,59,0
-6.8,55,0.9,1040.5,86,0
5.4,12,17.6,1027.9,14,0
27.8,88,1.7,1040.6,4,0
19.3,69,26.8,1023.1,79,0
25.4,14,31.5,1044.2,41,0
39.0,97,22.5,967.1,82,1
21.3,56,20.8,1027.7,69,0
30.8,32,44.6,1048.8,70,0
-0.6,93,33.4,1021.3,30,0
41.2,58,44.4,1027.5,42,0
40.3,18,13.9,1019.1,22,0
-2.9,100,24.7,988.1,17,0
32.7,19,6.4,1023.2,62,0
42.8,67,5.3,1007.5,82,0
44.1,61,46.2,1019.1,77,0
8.6,79,3.5,1025.8,42,0
-5.2,91,48.0,975.8,12,1
43.3,45,35.3,1049.6,65,0
7.2,89,27.2,1014.8,32,0
39.7,10,7.0,966.1,22,0
-4.6,46,25.9,961.3,65,0
13.0,61,45.2,989.2,61,0
-5.6,76,22.1,992.3,25,0
-1.1,60,14.3,992.3,26,0
21.2,65,8.6,1049.9,86,0
-2.2,52,0.5,994.8,21,0
22.2,76,49.4,1047.7,34,0
2.2,80,14.4,1035.1,98,0
20.0,35,49.6,950.7,72,0
24.4,20,43.9,1004.8,38,0
-4.4,50,29.2,953.9,5,0
37.0,47,16.0,1018.2,32,0
-4.2,61,20.3,993.5,66,0
29.0,36,36.8,1046.6,71,0
5.1,42,27.0,977.2,30,0
31.7,83,16.6,1000.9,93,1
-5.5,33,9.2,1007.4,41,0
36.2,21,47.4,963.1,91,0
36.8,27,12.5,977.4,92,0
16.6,19,30.5,1024.0,0,0
13.6,77,42.1,1023.0,53,0
7.1,64,43.3,1044.5,85,0
5.3,88,4.5,991.6,42,1
5.1,97,40.0,962.5,25,1
33.6,82,0.3,1017.0,80,1
38.9,41,27.2,1034.3,60,0
38.5,87,0.4,973.8,53,0
27.7,18,11.9,1007.1,11,0
27.1,40,4.6,995.1,79,0
5.7,56,16.6,1007.3,14,0
8.5,27,23.0,1046.5,34,0
9.2,62,35.3,992.0,28,0
39.2,88,36.4,998.8,57,0
1.4,10,39.5,1007.7,40,0
40.6,32,4.1,991.8,57,0
19.9,100,25.2,1028.9,51,0
6.7,50,47.4,1044.6,88,0
26.8,80,3.3,975.6,2,0
16.5,23,27.8,977.5,46,0
-6.0,65,34.6,1005.4,22,0
23.1,77,50.0,1002.1,87,0
39.2,68,31.6,954.8,21,0
3.8,17,37.8,1045.4,47,0
3.7,25,25.5,1009.7,92,0
31.1,49,12.6,1044.6,1,0
23.2,10,1.1,992.4,30,0
22.3,50,45.6,1034.3,72,0
-5.0,60,24.4,1006.2,17,0
20.5,14,22.0,1029.1,26,0
9.6,72,45.3,950.2,58,1
-2.4,77,31.2,989.6,2,1
38.5,53,11.7,1024.7,10,0
1.3,39,8.6,1022.3,0,0
44.7,32,1.5,1038.2,11,0
44.2,50,22.5,1021.4,95,0
42.5,82,46.8,994.6,51,0
14.8,41,48.0,1009.2,42,0
18.9,30,9.4,1031.2,70,0
8.7,66,16.3,1019.5,50,0
38.6,11,24.7,1047.5,1,0
-1.5,78,4.4,959.5,52,0
23.9,61,10.2,963.6,72,0
44.6,39,12.7,1028.4,0,0
-7.3,57,39.3,1010.0,44,0
29.2,96,49.8,1033.7,50,0
40.6,85,37.5,972.0,90,1
-1.9,70,44.0,952.2,78,0
12.1,66,29.6,992.2,44,0
33.7,94,33.0,974.3,10,0
32.7,27,3.1,981.1,38,0
20.1,58,46.9,950.2,74,0
28.0,41,8.8,962.2,33,0
18.7,30,6.3,959.1,27,0
36.3,34,25.0,950.1,56,0
33.4,82,6.2,1043.4,29,0
13.7,80,19.8,980.3,11,0
15.5,65,11.9,974.4,30,0
11.6,46,25.9,1004.6,21,0
11.1,30,16.2,1032.4,49,0
38.6,53,47.4,1023.6,5,0
41.0,63,31.9,1027.7,72,0
0.2,53,34.8,1047.8,1,0
11.3,50,13.0,998.1,33,0
-5.9,79,15.3,1046.3,11,0
25.9,73,1.9,968.7,96,0
-4.8,51,25.6,1043.5,84,0
28.3,29,43.5,1034.5,48,0
32.7,47,5.8,976.4,13,0
38.4,57,6.5,960.9,2,0
12.4,61,21.2,991.9,20,0
14.2,99,5.4,991.2,77,1
20.6,34,5.0,973.5,0,0
14.1,71,41.6,964.6,25,1
-0.2,12,47.0,1021.9,38,0
-3.1,70,25.2,964.6,65,0
33.7,99,28.3,1014.9,38,0
39.2,69,3.3,993.5,43,0
16.7,35,13.3,989.7,25,0
-5.2,14,47.6,963.1,98,0
36.1,47,32.7,1039.4,9,0
19.0,82,39.1,1013.2,32,0
19.2,74,42.5,995.5,54,1
13.3,58,14.6,986.9,11,0
39.3,94,35.4,1015.6,44,0
37.9,64,16.4,965.7,79,0
36.7,30,16.6,982.3,64,0
24.3,65,23.9,1016.7,27,0
14.0,20,14.7,970.0,23,0
25.4,12,30.7,1009.2,88,0
36.7,99,4.5,1045.5,64,1
9.7,82,48.3,990.8,11,1
8.2,56,35.6,984.3,40,0
32.8,66,23.7,1044.9,57,0
-2.7,30,38.5,960.7,82,0
42.5,10,33.8,1038.7,68,0
-5.5,74,23.3,1036.9,56,0
11.2,66,14.1,1004.8,22,0
14.0,85,24.1,995.3,83,1
25.2,40,49.9,1019.4,74,0
26.6,86,41.1,1004.5,85,1
26.7,86,16.0,996.1,46,0
3.1,81,4.5,981.1,55,0
-3.4,59,13.9,1018.5,55,0
28.9,92,7.3,1016.5,47,0
-8.8,77,23.8,974.8,70,1
30.7,52,48.2,951.3,73,0
-3.8,78,42.2,984.1,44,1
-5.8,38,13.2,962.9,93,0
11.8,55,26.7,975.1,23,0
39.8,52,33.3,990.0,57,0
8.1,11,24.6,982.1,21,0
16.5,97,46.0,972.6,96,1
44.8,96,42.7,974.2,78,1
18.6,81,43.5,1005.6,14,0
6.7,80,21.6,960.0,43,0
-0.9,42,20.6,964.2,99,0
-2.2,83,21.8,985.5,68,1
-2.5,78,8.7,992.1,47,0
25.8,12,1.7,956.9,1,0
-7.2,23,0.5,984.7,6,0
24.5,25,17.3,1008.8,14,0
16.3,16,20.2,984.4,76,0
36.9,11,5.3,989.4,56,0
26.9,53,13.5,972.9,9,0
2.1,60,6.1,1028.9,5,0
26.9,66,11.9,966.7,91,0
27.5,35,18.8,1035.6,61,0
34.8,31,18.0,1047.8,90,0
39.3,48,33.2,975.0,59,0
22.4,20,47.9,981.3,44,0
4.5,97,34.5,973.3,57,1
-7.5,67,10.8,983.8,90,0
42.5,46,18.1,1018.7,40,0
-2.1,20,16.1,991.7,51,0
10.4,66,2.5,989.8,97,0
11.2,18,17.9,950.4,45,0
25.7,89,17.3,997.0,39,0
12.9,58,25.2,962.3,19,0
21.6,40,14.1,1031.1,9,0
21.9,53,22.7,996.1,95,0
-6.9,69,31.3,989.4,93,0
29.9,20,24.8,1006.2,63,0
17.3,100,23.0,954.5,29,0
-5.2,100,17.5,988.6,99,1
11.4,51,7.9,1035.6,48,0
13.7,61,48.2,1030.0,71,0
-0.9,14,33.3,954.2,62,0
42.4,29,6.4,979.4,12,0
-4.5,52,26.7,962.0,94,0
20.0,67,16.3,952.8,93,0
34.8,96,26.0,962.3,93,1
10.2,75,49.1,967.0,47,1
31.4,64,1.5,963.0,31,0
16.8,61,35.0,1038.9,83,0
-6.6,46,6.5,1039.6,100,0
11.7,57,29.8,959.3,52,0
16.7,29,46.0,956.5,10,0
28.7,19,4.6,1013.2,77,0
-1.3,57,5.4,1038.1,20,0
3.3,94,21.3,1041.1,82,1
27.1,65,3.7,965.9,88,0
35.6,93,39.9,974.7,55,0
3.5,44,25.5,986.6,9,0
-8.6,11,11.9,1033.0,69,0
6.4,93,43.3,982.9,34,1
36.9,85,1.2,965.4,30,0
32.6,49,12.2,1039.9,91,0
35.7,31,38.3,989.8,44,0
4.5,17,43.8,1008.2,48,0
-9.0,87,7.2,1031.3,89,1
40.2,28,25.0,1014.3,64,0
-7.4,37,36.7,951.9,83,0
7.0,29,33.5,999.6,43,0
44.8,93,2.0,980.4,97,1
-4.3,96,22.8,982.7,79,1
44.6,93,8.9,976.9,70,1
11.8,74,3.2,953.1,74,0
43.4,64,14.8,1038.1,12,0
31.5,81,39.2,968.7,96,1
25.6,16,39.9,1032.2,15,0
-9.4,60,17.1,984.7,63,0
30.6,11,11.3,1036.6,49,0
31.9,73,9.4,1047.6,52,0
34.6,16,30.9,950.9,86,0
-0.7,28,41.4,1009.2,48,0
40.3,57,49.0,990.5,79,0
-7.3,62,5.3,968.5,91,0
37.5,17,8.3,1043.2,89,0
10.1,54,36.0,958.6,52,0
12.5,90,29.8,991.9,94,1
28.2,18,7.6,1037.4,1,0
43.7,96,48.8,1020.9,27,0
-4.9,30,43.2,973.1,37,0
7.3,60,36.8,968.5,79,0
38.8,95,14.6,1031.2,46,0
36.1,92,44.4,957.5,81,1
32.5,83,49.8,963.5,91,1
44.3,78,11.5,970.7,4,0
43.3,63,12.1,1040.3,83,0
1.3,38,37.4,958.3,18,0
29.9,32,11.9,1028.3,9,0
-0.2,15,45.4,982.4,40,0
2.0,44,16.8,1032.8,11,0
6.2,49,39.0,955.2,92,0
23.5,70,43.1,1007.2,21,0
20.2,92,24.0,961.1,9,0
36.0,98,28.0,1026.5,64,1
23.2,55,43.7,1025.1,34,0
18.9,38,3.1,986.5,9,0
-2.6,87,0.5,972.5,24,0
16.0,25,42.5,1040.5,29,0
8.0,90,9.3,1048.5,53,0
-7.3,98,28.3,964.3,94,1
41.3,99,7.4,1032.7,96,1
-2.6,22,42.6,1016.6,87,0
-2.1,44,24.8,950.5,70,0
0.0,61,29.8,978.0,19,0
35.3,47,8.8,1040.7,7,0
2.6,76,21.5,1047.0,39,0
-1.8,96,21.4,964.8,37,0
20.5,51,10.4,980.3,69,0
-3.4,34,34.6,1045.0,56,0
10.1,90,21.1,1047.0,76,1
32.6,56,3.5,1043.3,84,0
37.2,16,19.1,1018.0,22,0
-1.6,61,12.3,995.4,51,0
7.2,87,7.9,1042.5,12,0
27.0,20,35.6,1043.6,79,0
8.2,93,47.3,1002.1,90,1
26.3,64,7.7,1022.6,49,0
35.9,30,31.1,999.1,88,0
11.9,94,43.8,1046.8,17,0
-1.7,41,30.4,1035.1,27,0
40.6,36,25.3,1034.8,36,0
-7.6,14,22.9,957.0,55,0
-2.8,12,31.0,983.6,52,0
18.0,14,30.0,1005.1,13,0
35.2,64,11.4,1049.1,16,0
27.9,58,16.8,1048.4,45,0
18.6,14,4.8,954.4,85,0
34.8,95,26.4,1018.2,97,1
42.5,10,40.5,966.8,49,0
42.4,88,15.8,1016.4,65,1
-6.5,99,14.5,1020.2,11,0
7.0,58,22.3,1047.9,93,0
36.7,96,5.5,997.0,97,1
29.0,91,11.8,970.6,35,0
34.3,100,28.6,1011.1,14,0
5.8,45,28.6,1004.9,59,0
1.7,59,43.8,999.2,33,0
34.5,96,9.3,1015.1,46,0
-7.4,60,39.7,957.6,57,0
0.8,93,25.9,1024.0,20,0
32.2,18,7.9,1005.0,5,0
13.3,35,37.6,1006.6,28,0
17.3,77,15.0,978.0,88,1
21.0,64,19.6,1024.9,96,0
19.2,49,19.8,1009.9,61,0
40.6,56,31.4,984.0,76,0
37.2,61,14.7,994.6,23,0
2.7,35,30.2,993.9,91,0
3.6,61,44.9,1040.6,28,0
-8.5,45,36.1,991.1,93,0
24.5,75,7.5,1020.4,7,0
44.0,49,28.9,1005.7,79,0
39.8,75,2.5,977.5,65,0
9.0,63,5.9,958.1,16,0
32.5,78,17.2,987.6,10,0
43.3,42,21.8,968.0,33,0
10.1,20,36.9,1037.2,3,0
19.6,94,5.6,995.1,11,0
10.7,86,25.2,976.9,26,0
-1.2,84,46.9,1033.4,36,0
31.6,17,7.2,1000.1,84,0
11.4,74,20.7,966.8,89,0
19.8,97,30.0,962.5,57,0
42.7,19,29.8,1033.8,69,0
24.5,13,23.7,1021.7,31,0
26.1,16,44.9,973.3,8,0
-4.0,33,11.3,1043.7,65,0
42.9,93,9.4,984.7,97,1
33.5,94,0.6,1028.6,72,1
-1.3,67,45.1,1000.6,21,0
24.5,53,30.7,990.3,36,0
41.6,41,30.4,984.9,92,0
20.5,67,28.4,1037.7,0,0
-5.9,29,9.2,956.6,45,0
27.7,83,47.7,1010.0,47,0
39.3,83,36.8,1005.9,99,1
13.5,93,14.7,989.2,83,1
-2.9,17,30.6,976.9,89,0
8.3,69,23.9,991.2,44,0
42.5,41,19.8,1038.5,55,0
13.6,45,18.9,1017.6,23,0
8.5,94,48.0,964.2,48,1
-3.4,76,27.2,996.0,87,0
44.5,96,14.4,1024.3,52,0
16.1,32,39.0,963.3,99,0
-1.1,36,5.7,1038.7,58,0
12.4,59,41.7,976.3,22,0
5.0,84,2.6,961.1,31,0
41.9,57,4.1,969.6,9,0
-2.9,35,7.7,962.6,89,0
40.2,79,19.5,976.6,56,0
34.4,77,29.2,989.9,21,0
10.6,78,35.1,960.8,92,1
23.7,51,47.7,1015.2,54,0
-5.5,96,22.8,986.6,56,0
25.8,91,48.0,955.4,20,0
1.7,100,18.4,962.5,48,1
19.0,98,4.2,1049.1,46,0
-1.9,38,44.6,958.1,25,0
40.5,92,36.1,1041.5,28,0
6.4,40,7.9,963.6,54,0
25.1,44,0.6,984.3,4,0
18.2,72,30.4,1031.7,10,0
-0.3,48,15.1,1006.3,28,0
37.8,25,15.0,959.4,40,0
5.1,49,12.3,1007.9,90,0
2.4,53,34.2,1043.7,16,0
11.8,63,31.5,1046.4,76,0
43.6,39,4.7,1019.2,14,0
6.1,86,17.2,1000.8,75,1
6.2,27,12.6,956.5,67,0
29.8,10,31.7,1033.9,82,0
26.8,61,16.4,980.1,99,0
42.8,37,27.9,1041.0,20,0
42.9,95,4.8,989.0,53,0
14.8,53,18.2,951.9,60,0
39.1,13,24.0,1047.1,79,0
29.3,35,20.0,1010.5,62,0
43.2,56,24.1,1030.7,75,0
20.0,56,25.1,998.7,27,0
2.2,72,20.9,988.0,11,1
13.2,30,37.8,1035.8,26,0
17.0,59,3.1,999.1,92,0
28.1,20,43.1,1015.5,20,0
1.4,79,35.7,972.2,19,1
-1.4,86,38.7,957.5,67,1
11.4,42,38.8,998.3,18,0
34.4,52,49.7,988.8,92,0
17.1,91,42.7,994.8,91,1
28.2,86,20.7,995.4,62,1
26.3,31,12.1,994.5,70,0
20.6,33,26.6,950.7,43,0
10.5,68,35.6,1020.8,12,0
44.7,87,9.2,1032.9,99,1
16.5,61,4.8,957.5,71,0
34.3,62,31.6,1022.7,94,0
28.8,50,49.9,982.1,70,0
38.1,71,21.6,1026.4,26,0
17.6,84,12.0,1041.1,51,0
44.0,18,16.7,961.8,44,0
33.2,13,34.7,1011.0,47,0
30.6,10,34.9,966.9,6,0
3.2,34,23.7,960.8,27,0
40.2,68,21.8,1022.9,27,0
15.6,54,15.9,1033.3,40,0
-2.5,39,46.5,994.2,11,0
32.6,52,25.3,986.4,6,0
-2.6,93,5.1,1004.9,6,0
33.9,27,5.5,1003.6,62,0
14.3,77,27.4,994.7,53,0
35.5,10,46.3,1014.8,55,0
15.4,11,44.0,982.8,50,0
-5.1,91,3.5,1035.4,22,0
22.1,92,11.8,993.8,41,0
-2.7,65,15.7,1032.0,96,0
23.3,86,34.7,1042.2,88,1
17.5,41,42.1,1010.7,41,0
-9.5,59,34.9,1012.7,45,0
18.9,54,30.7,1008.5,50,0
28.2,78,20.4,966.1,48,0
12.9,94,35.2,1031.0,75,1
29.5,70,18.9,951.9,51,0
-1.2,10,21.1,971.9,42,0
2.5,39,14.3,1029.0,83,0
10.6,81,39.6,1020.4,1,0
39.1,23,30.5,982.5,43,0
-0.9,55,12.6,1049.6,14,0
16.6,94,34.8,981.3,2,1
35.9,13,6.0,1023.6,41,0
27.9,20,34.1,950.3,83,0
-3.8,68,42.0,1038.4,65,0
6.7,80,1.3,1019.0,35,0
43.5,17,47.3,1028.3,37,0
19.6,100,16.1,963.3,54,0
1.5,86,40.9,1030.2,70,1
2.2,55,40.9,962.4,86,0
10.2,95,41.8,1047.1,56,0
18.0,50,27.6,1048.3,29,0
25.9,14,27.7,953.6,79,0
-7.5,21,16.7,1049.3,36,0
3.1,18,18.7,1043.8,6,0
16.9,23,42.2,1041.1,10,0
18.8,45,5.8,1009.0,73,0
-9.0,34,40.0,998.6,89,0
17.5,13,48.9,1000.9,69,0
6.8,11,11.9,953.4,19,0
22.0,99,17.0,963.5,20,0
12.8,47,8.9,951.2,94,0
33.7,15,34.6,1034.0,73,0
-7.3,38,12.3,1024.9,78,0
-7.3,36,43.1,1012.8,10,0
34.8,50,41.8,996.4,67,0
10.8,24,10.4,988.7,69,0
1.4,96,5.2,1035.2,69,1
14.2,60,24.8,1032.0,90,0
13.9,13,46.4,978.5,71,0
-2.3,42,39.3,953.7,61,0
43.7,30,10.3,967.9,10,0
39.2,70,18.3,1037.7,55,0
31.9,85,16.0,984.7,27,0
-3.8,10,47.5,1016.2,92,0
2.3,19,48.4,962.8,1,0
-5.7,97,0.1,958.0,18,0
-6.9,86,42.0,1030.8,58,0
-6.2,37,49.0,965.0,68,0
13.1,89,1.7,1042.7,45,0
12.5,23,47.4,958.7,25,0
7.3,34,48.3,955.9,54,0
-3.0,53,5.3,984.2,11,0
-2.2,22,43.0,1042.8,88,0
13.6,13,48.5,1003.0,33,0
30.6,46,28.9,1024.2,12,0
38.6,38,42.0,1013.8,78,0
7.8,62,44.3,998.0,60,0
14.3,48,34.8,957.5,3,0
40.7,37,7.4,1005.0,4,0
18.0,79,1.5,1026.8,71,0
41.3,83,36.3,1034.7,15,0
12.9,72,29.4,979.7,85,0
1.7,39,31.9,1005.3,17,0
27.1,64,32.4,1016.2,13,0
-6.7,78,11.7,990.6,3,0
9.7,23,32.4,1025.6,22,0
16.9,53,22.8,958.2,35,0
26.6,95,26.1,954.1,15,0
7.1,23,13.4,1033.2,80,0
-9.7,31,28.0,1029.4,77,0
28.6,16,39.1,1040.2,7,0
-1.8,55,19.1,978.9,34,0
14.0,25,40.7,1023.8,30,0
-6.7,73,28.9,983.5,64,0
-1.5,97,39.5,965.1,36,1
31.3,65,21.2,1020.5,55,0
2.9,47,13.2,1014.7,84,0
9.8,34,16.8,968.2,18,0
-2.2,97,36.3,1035.7,73,1
28.5,51,26.3,990.5,74,0
-3.0,50,11.5,1049.7,57,0
23.0,65,41.9,1012.6,63,0
15.0,93,40.2,952.9,45,1
-9.7,42,1.8,1036.1,36,0
-4.5,96,40.3,950.0,63,1
10.6,75,32.0,1032.6,73,0
19.4,80,31.6,981.9,38,1
-6.4,28,21.0,979.8,96,0
25.0,55,7.7,1043.5,79,0
9.1,42,28.3,956.5,54,0
-6.7,69,29.4,983.9,3,0
35.1,21,20.4,1003.2,30,0
1.1,77,14.5,1040.3,31,0
-2.3,27,44.5,1032.3,23,0
2.0,28,50.0,1029.0,36,0
33.6,63,29.7,1010.0,13,0
41.1,73,39.4,956.1,26,0
-7.3,16,3.8,1029.2,13,0
-2.7,34,11.8,981.5,94,0
1.7,85,9.6,955.8,24,1
22.4,21,14.5,1031.4,35,0
7.0,66,46.0,1033.4,69,0
-8.1,20,14.9,1006.0,80,0
-9.9,24,3.0,988.6,70,0
36.7,94,21.6,1018.2,71,1
-4.0,98,8.5,975.6,79,1
11.1,27,17.2,981.1,58,0
3.0,48,37.8,1037.6,27,0
-1.2,43,15.1,995.8,9,0
28.1,14,32.2,984.8,6,0
10.8,26,4.8,960.0,59,0
36.7,70,27.8,1019.5,10,0
22.6,83,40.9,1042.2,74,1
23.1,54,23.1,1046.1,11,0
-8.0,42,1.7,963.3,63,0
14.3,14,40.7,1004.4,79,0
38.5,96,20.1,1017.2,79,1
19.4,40,11.6,1044.7,45,0
36.2,77,47.6,961.0,12,0
6.3,36,14.0,995.3,69,0
25.8,74,8.7,982.3,80,0
-6.1,60,38.2,1044.9,43,0
-1.2,79,1.5,1030.5,68,0
17.9,50,34.3,1030.1,49,0
40.1,52,31.5,981.9,2,0
25.4,65,8.7,961.8,88,0
7.0,78,4.6,960.5,21,1
42.9,38,34.4,1042.5,90,0
26.5,47,1.8,1037.7,26,0
14.8,18,18.9,987.6,48,0
20.3,27,17.2,978.5,48,0
18.4,90,45.2,956.5,28,1
7.3,46,1.2,994.6,4,0
36.1,37,48.4,1040.5,52,0
39.6,57,15.9,1030.2,56,0
-6.7,31,4.9,1019.4,60,0
-2.0,24,11.5,1047.6,83,0
-1.4,93,26.8,1041.8,43,0
7.3,68,25.8,1040.1,97,0
31.6,32,42.0,1037.6,60,0
42.4,59,26.1,989.8,86,0
5.6,55,26.8,1000.7,54,0
-3.3,30,46.2,969.5,46,0
25.8,15,18.4,985.9,28,0
-6.5,21,2.0,965.8,92,0
21.6,39,16.6,1024.4,77,0
34.8,100,29.3,1010.3,8,0
-1.2,70,16.1,970.2,0,0
18.5,33,40.0,986.5,46,0
4.3,67,13.4,1003.1,78,0
22.9,66,20.8,960.6,3,0
-0.5,44,42.7,1035.7,82,0
36.2,19,23.1,957.5,4,0
-8.5,61,27.4,975.7,85,0
22.7,27,24.9,967.9,51,0
-8.1,85,34.9,1025.2,92,1
27.5,48,23.0,982.1,12,0
39.1,16,6.8,1006.3,35,0
15.8,64,30.2,1049.0,40,0
18.2,40,15.3,984.3,8,0
30.9,81,25.4,1047.8,70,1
-7.4,64,32.3,1005.7,3,0
38.3,56,49.2,1031.2,85,0
13.6,41,31.1,967.4,74,0
42.3,83,32.2,981.1,60,0
43.6,82,41.7,960.0,13,0
-5.8,71,47.7,1029.3,100,0
31.5,78,9.9,976.6,7,0
-4.9,85,26.5,969.6,79,1
18.8,67,5.3,992.9,47,0
-9.6,87,2.4,982.9,37,1
9.4,52,9.9,1016.1,36,0
23.3,10,24.2,981.5,8,0
44.6,81,25.8,1047.0,37,0
27.9,67,24.8,1044.6,88,0
42.4,33,22.1,954.8,80,0
-3.2,78,22.5,993.8,8,1
24.3,92,1.4,1006.2,68,1
-9.0,60,43.4,1031.4,60,0
36.5,100,34.0,1008.3,1,0
34.1,47,2.9,983.4,37,0
38.0,88,46.9,987.0,52,0
38.1,78,12.9,1047.0,64,0
34.3,85,14.5,968.9,62,1
-8.3,19,45.5,1047.9,94,0
3.7,11,7.4,1018.4,39,0
12.9,66,4.5,982.6,0,0
13.9,68,37.9,983.0,99,0
28.8,72,31.1,954.5,72,0
31.6,99,10.8,953.7,27,0
27.4,29,20.2,956.6,78,0
40.3,28,21.6,1048.1,76,0
39.7,21,30.6,986.4,63,0
-5.6,43,4.7,1041.1,75,0
-4.1,99,45.3,1029.5,83,1
12.7,45,29.4,1019.7,85,0
29.8,11,44.2,978.4,32,0
6.4,33,27.6,1001.9,13,0
21.9,21,35.5,982.5,12,0
24.7,47,4.2,1032.6,30,0
11.4,22,2.1,1019.0,14,0
32.8,25,12.9,973.9,25,0
18.6,52,6.9,955.0,50,0
1.9,24,12.2,962.7,36,0
5.7,13,16.6,961.8,71,0
16.7,17,4.4,966.4,22,0
-6.2,92,15.5,977.0,40,0
24.5,49,32.3,1049.5,8,0
6.9,84,41.1,971.1,59,1
8.6,33,10.4,1011.6,36,0
4.2,64,43.8,994.4,53,0
-0.8,60,7.2,1029.9,0,0
7.7,91,37.7,1041.9,65,1
12.5,52,20.5,979.4,30,0
6.9,79,25.7,1042.5,29,0
34.6,97,1.9,1046.5,96,1
29.1,81,30.6,989.3,2,0
22.1,16,24.2,1018.6,54,0
18.6,73,44.9,950.5,6,1
24.6,43,36.1,958.7,95,0
35.0,63,42.6,975.7,41,0
6.1,40,34.4,969.1,88,0
-2.2,50,4.9,1039.5,35,0
20.3,18,21.7,1014.6,95,0
33.9,55,6.5,985.3,68,0
-5.9,85,40.8,994.3,83,1
5.8,79,15.7,1030.5,34,0
43.6,89,6.6,1047.7,41,0
26.5,68,20.2,1029.2,95,0
32.3,66,33.3,986.6,88,0
38.4,22,34.7,1043.6,79,0
1.5,98,25.1,998.0,97,1
-0.7,87,11.6,981.4,1,0
11.2,90,2.9,1035.4,40,0
43.0,10,37.1,1046.9,26,0
23.2,47,39.6,1022.6,97,0
37.2,67,39.2,976.2,87,0
-8.4,83,44.3,991.9,12,1
33.3,37,41.9,1019.0,81,0
21.3,77,29.6,1028.9,34,0
